,height,weight,label,0
3347,0.65,0.57,fat,fat
3348,0.77,0.78,fat,fat
3349,0.89,0.53,thin,thin
3350,0.605,0.5,fat,fat
3351,0.72,0.51,normal,normal
3352,0.805,0.54,normal,normal
3353,0.815,0.73,fat,fat
3354,0.91,0.61,thin,thin
3355,0.775,0.54,normal,normal
3356,0.93,0.56,thin,thin
3357,0.79,0.45,thin,thin
3358,0.865,0.74,normal,normal
3359,0.75,0.51,normal,normal
3360,0.81,0.56,normal,normal
3361,0.81,0.72,fat,fat
3362,0.695,0.53,fat,fat
3363,0.76,0.8,fat,fat
3364,0.915,0.77,normal,normal
3365,0.66,0.77,fat,fat
3366,0.885,0.47,thin,thin
3367,0.96,0.78,normal,normal
3368,0.88,0.68,normal,normal
3369,0.705,0.62,fat,fat
3370,0.875,0.53,thin,thin
3371,0.9,0.74,normal,normal
3372,0.62,0.7,fat,fat
3373,0.915,0.54,thin,thin
3374,0.885,0.41,thin,thin
3375,0.69,0.47,normal,normal
3376,0.72,0.63,fat,fat
3377,0.645,0.44,fat,fat
3378,0.805,0.73,fat,fat
3379,0.795,0.56,normal,normal
3380,0.7,0.69,fat,fat
3381,0.645,0.55,fat,fat
3382,0.895,0.56,thin,thin
3383,0.905,0.76,normal,normal
3384,0.89,0.77,normal,normal
3385,0.8,0.65,fat,fat
3386,0.76,0.78,fat,fat
3387,0.865,0.41,thin,thin
3388,0.6,0.37,fat,fat
3389,0.89,0.41,thin,thin
3390,0.675,0.63,fat,fat
3391,0.665,0.69,fat,fat
3392,0.84,0.67,normal,normal
3393,0.795,0.46,thin,thin
3394,0.795,0.68,fat,fat
3395,0.805,0.76,fat,fat
3396,0.88,0.37,thin,thin
3397,0.92,0.56,thin,thin
3398,0.725,0.65,fat,fat
3399,0.9,0.6,normal,normal
3400,0.755,0.47,normal,normal
3401,0.81,0.73,fat,fat
3402,0.655,0.38,normal,normal
3403,0.89,0.58,thin,thin
3404,0.72,0.5,normal,normal
3405,0.995,0.57,thin,thin
3406,0.76,0.79,fat,fat
3407,0.73,0.4,normal,normal
3408,0.795,0.53,normal,normal
3409,0.755,0.49,normal,normal
3410,0.64,0.47,fat,fat
3411,0.765,0.42,thin,thin
3412,0.9,0.49,thin,thin
3413,0.76,0.42,thin,thin
3414,0.605,0.48,fat,fat
3415,0.71,0.49,normal,normal
3416,0.935,0.61,thin,thin
3417,0.93,0.51,thin,thin
3418,0.88,0.65,normal,normal
3419,1.0,0.61,thin,thin
3420,0.64,0.63,fat,fat
3421,0.7,0.6,fat,fat
3422,0.71,0.69,fat,fat
3423,0.68,0.55,fat,fat
3424,0.78,0.78,fat,fat
3425,0.785,0.67,fat,fat
3426,0.64,0.63,fat,fat
3427,0.73,0.76,fat,fat
3428,0.82,0.39,thin,thin
3429,0.885,0.56,thin,thin
3430,0.85,0.71,normal,normal
3431,0.995,0.39,thin,thin
3432,0.715,0.57,fat,fat
3433,0.875,0.51,thin,thin
3434,0.945,0.69,normal,normal
3435,0.97,0.74,normal,normal
3436,0.97,0.53,thin,thin
3437,0.715,0.35,thin,thin
3438,0.73,0.69,fat,fat
3439,0.73,0.72,fat,fat
3440,0.71,0.71,fat,fat
3441,0.63,0.48,fat,fat
3442,0.935,0.51,thin,thin
3443,0.63,0.73,fat,fat
3444,0.74,0.59,fat,fat
3445,0.6,0.49,fat,fat
3446,0.8,0.75,fat,fat
3447,0.605,0.72,fat,fat
3448,0.735,0.74,fat,fat
3449,0.75,0.47,normal,normal
3450,0.945,0.54,thin,thin
3451,0.655,0.38,normal,normal
3452,0.795,0.45,thin,thin
3453,0.71,0.79,fat,fat
3454,0.98,0.44,thin,thin
3455,0.91,0.57,thin,thin
3456,0.655,0.41,normal,normal
3457,0.94,0.47,thin,thin
3458,0.75,0.78,fat,fat
3459,0.785,0.48,normal,normal
3460,0.93,0.63,thin,thin
3461,0.735,0.66,fat,fat
3462,0.925,0.67,normal,normal
3463,0.835,0.59,normal,normal
3464,0.84,0.76,fat,fat
3465,0.76,0.49,normal,normal
3466,0.82,0.63,normal,normal
3467,0.82,0.38,thin,thin
3468,0.705,0.68,fat,fat
3469,0.735,0.73,fat,fat
3470,0.615,0.67,fat,fat
3471,0.79,0.69,fat,fat
3472,0.62,0.58,fat,fat
3473,0.83,0.63,normal,normal
3474,0.99,0.68,thin,thin
3475,0.695,0.77,fat,fat
3476,0.62,0.36,normal,normal
3477,0.73,0.69,fat,fat
3478,0.815,0.41,thin,thin
3479,0.84,0.51,thin,thin
3480,1.0,0.49,thin,thin
3481,0.975,0.42,thin,thin
3482,0.775,0.69,fat,fat
3483,0.99,0.75,normal,normal
3484,0.605,0.59,fat,fat
3485,0.78,0.59,normal,normal
3486,0.66,0.55,fat,fat
3487,0.82,0.73,fat,fat
3488,0.785,0.44,thin,thin
3489,0.87,0.79,fat,fat
3490,0.63,0.44,fat,fat
3491,0.645,0.74,fat,fat
3492,0.755,0.39,thin,thin
3493,0.635,0.65,fat,fat
3494,1.0,0.45,thin,thin
3495,0.915,0.51,thin,thin
3496,0.64,0.67,fat,fat
3497,0.63,0.65,fat,fat
3498,0.985,0.6,thin,thin
3499,0.6,0.66,fat,fat
3500,0.715,0.72,fat,fat
3501,0.8,0.48,normal,normal
3502,0.975,0.62,thin,thin
3503,1.0,0.4,thin,thin
3504,0.825,0.38,thin,thin
3505,0.655,0.47,fat,fat
3506,0.905,0.62,normal,normal
3507,0.99,0.49,thin,thin
3508,0.77,0.7,fat,fat
3509,0.82,0.61,normal,normal
3510,0.985,0.57,thin,thin
3511,0.6,0.75,fat,fat
3512,0.89,0.47,thin,thin
3513,0.65,0.64,fat,fat
3514,0.88,0.59,normal,normal
3515,0.87,0.7,normal,normal
3516,0.845,0.66,normal,normal
3517,0.8,0.63,normal,normal
3518,0.825,0.49,thin,thin
3519,0.905,0.54,thin,thin
3520,0.845,0.69,normal,normal
3521,0.625,0.36,normal,normal
3522,0.7,0.5,fat,fat
3523,0.97,0.69,thin,normal
3524,0.975,0.53,thin,thin
3525,0.92,0.36,thin,thin
3526,0.785,0.59,normal,normal
3527,0.93,0.72,normal,normal
3528,0.665,0.71,fat,fat
3529,0.65,0.54,fat,fat
3530,0.91,0.79,normal,normal
3531,0.825,0.71,fat,fat
3532,0.835,0.62,normal,normal
3533,0.69,0.79,fat,fat
3534,0.66,0.71,fat,fat
3535,0.655,0.7,fat,fat
3536,0.705,0.4,normal,normal
3537,0.795,0.53,normal,normal
3538,0.63,0.65,fat,fat
3539,0.725,0.79,fat,fat
3540,0.7,0.36,thin,normal
3541,0.885,0.58,normal,normal
3542,0.9,0.48,thin,thin
3543,0.835,0.66,normal,normal
3544,0.845,0.43,thin,thin
3545,0.765,0.78,fat,fat
3546,0.64,0.7,fat,fat
3547,0.74,0.67,fat,fat
3548,0.71,0.66,fat,fat
3549,0.86,0.52,thin,thin
3550,0.645,0.37,normal,normal
3551,0.775,0.59,normal,normal
3552,0.92,0.78,normal,normal
3553,0.76,0.41,thin,thin
3554,0.975,0.59,thin,thin
3555,0.975,0.72,normal,normal
3556,0.98,0.53,thin,thin
3557,0.835,0.68,normal,normal
3558,0.79,0.77,fat,fat
3559,0.755,0.35,thin,thin
3560,0.61,0.78,fat,fat
3561,0.765,0.46,normal,normal
3562,0.865,0.4,thin,thin
3563,0.885,0.54,thin,thin
3564,0.845,0.7,normal,normal
3565,0.65,0.36,normal,normal
3566,0.625,0.53,fat,fat
3567,0.715,0.37,thin,thin
3568,0.79,0.54,normal,normal
3569,0.99,0.77,normal,normal
3570,0.805,0.76,fat,fat
3571,0.99,0.73,normal,normal
3572,0.94,0.44,thin,thin
3573,0.655,0.77,fat,fat
3574,0.85,0.62,normal,normal
3575,0.75,0.68,fat,fat
3576,0.7,0.44,normal,normal
3577,0.63,0.43,fat,fat
3578,0.645,0.35,normal,normal
3579,0.685,0.57,fat,fat
3580,0.685,0.39,normal,normal
3581,0.785,0.67,fat,fat
3582,0.655,0.68,fat,fat
3583,0.835,0.48,thin,thin
3584,0.62,0.63,fat,fat
3585,0.665,0.72,fat,fat
3586,0.84,0.77,fat,fat
3587,0.895,0.68,normal,normal
3588,0.94,0.38,thin,thin
3589,0.77,0.66,fat,fat
3590,0.725,0.42,normal,normal
3591,0.935,0.76,normal,normal
3592,0.79,0.61,normal,normal
3593,0.755,0.65,fat,fat
3594,0.8,0.47,thin,thin
3595,0.67,0.77,fat,fat
3596,0.825,0.38,thin,thin
3597,0.745,0.42,normal,normal
3598,0.69,0.8,fat,fat
3599,0.84,0.78,fat,fat
3600,0.845,0.64,normal,normal
3601,0.97,0.65,thin,thin
3602,0.69,0.47,normal,normal
3603,0.69,0.37,normal,normal
3604,0.63,0.54,fat,fat
3605,0.78,0.7,fat,fat
3606,0.68,0.52,fat,fat
3607,0.62,0.5,fat,fat
3608,0.97,0.72,normal,normal
3609,0.655,0.47,fat,fat
3610,0.93,0.36,thin,thin
3611,0.685,0.35,normal,normal
3612,0.905,0.71,normal,normal
3613,0.675,0.62,fat,fat
3614,0.605,0.67,fat,fat
3615,0.91,0.41,thin,thin
3616,0.935,0.5,thin,thin
3617,0.955,0.78,normal,normal
3618,0.975,0.77,normal,normal
3619,0.985,0.49,thin,thin
3620,0.915,0.68,normal,normal
3621,0.99,0.4,thin,thin
3622,0.625,0.41,fat,fat
3623,0.695,0.35,thin,normal
3624,0.735,0.75,fat,fat
3625,0.94,0.6,thin,thin
3626,0.975,0.58,thin,thin
3627,1.0,0.59,thin,thin
3628,0.78,0.42,thin,thin
3629,0.825,0.73,fat,fat
3630,0.7,0.41,normal,normal
3631,0.635,0.57,fat,fat
3632,0.615,0.47,fat,fat
3633,0.735,0.66,fat,fat
3634,1.0,0.69,thin,thin
3635,0.645,0.66,fat,fat
3636,0.61,0.78,fat,fat
3637,0.705,0.54,fat,fat
3638,0.975,0.52,thin,thin
3639,0.605,0.59,fat,fat
3640,0.695,0.35,thin,normal
3641,0.945,0.59,thin,thin
3642,0.66,0.76,fat,fat
3643,0.715,0.56,fat,fat
3644,0.655,0.79,fat,fat
3645,0.9,0.55,thin,thin
3646,0.915,0.41,thin,thin
3647,1.0,0.49,thin,thin
3648,0.9,0.44,thin,thin
3649,0.61,0.57,fat,fat
3650,0.79,0.39,thin,thin
3651,0.845,0.57,normal,normal
3652,0.96,0.6,thin,thin
3653,0.96,0.79,normal,normal
3654,0.81,0.46,thin,thin
3655,0.73,0.74,fat,fat
3656,0.875,0.51,thin,thin
3657,0.75,0.68,fat,fat
3658,0.8,0.39,thin,thin
3659,0.715,0.77,fat,fat
3660,0.97,0.8,normal,normal
3661,0.895,0.77,normal,normal
3662,0.97,0.57,thin,thin
3663,0.66,0.38,normal,normal
3664,0.805,0.4,thin,thin
3665,0.74,0.55,fat,normal
3666,0.625,0.42,fat,fat
3667,0.665,0.62,fat,fat
3668,0.69,0.37,normal,normal
3669,0.665,0.51,fat,fat
3670,0.74,0.52,normal,normal
3671,0.765,0.65,fat,fat
3672,0.76,0.76,fat,fat
3673,0.955,0.79,normal,normal
3674,0.915,0.59,thin,thin
3675,0.61,0.66,fat,fat
3676,0.685,0.53,fat,fat
3677,0.82,0.48,thin,thin
3678,0.665,0.55,fat,fat
3679,0.745,0.63,fat,fat
3680,0.87,0.48,thin,thin
3681,0.93,0.6,thin,thin
3682,0.645,0.42,fat,fat
3683,0.96,0.42,thin,thin
3684,0.815,0.74,fat,fat
3685,0.9,0.72,normal,normal
3686,0.84,0.7,normal,normal
3687,0.78,0.76,fat,fat
3688,0.625,0.42,fat,fat
3689,0.7,0.76,fat,fat
3690,0.63,0.48,fat,fat
3691,0.665,0.59,fat,fat
3692,0.975,0.35,thin,thin
3693,0.735,0.56,fat,fat
3694,0.74,0.43,normal,normal
3695,0.66,0.67,fat,fat
3696,0.87,0.68,normal,normal
3697,0.84,0.42,thin,thin
3698,0.675,0.65,fat,fat
3699,0.69,0.79,fat,fat
3700,0.67,0.39,normal,normal
3701,0.65,0.58,fat,fat
3702,0.885,0.64,normal,normal
3703,0.97,0.42,thin,thin
3704,0.61,0.5,fat,fat
3705,0.835,0.6,normal,normal
3706,0.7,0.51,fat,fat
3707,0.79,0.65,fat,fat
3708,0.725,0.38,thin,thin
3709,0.9,0.48,thin,thin
3710,0.945,0.45,thin,thin
3711,0.615,0.68,fat,fat
3712,1.0,0.54,thin,thin
3713,0.775,0.66,fat,fat
3714,0.87,0.68,normal,normal
3715,0.665,0.46,fat,fat
3716,0.85,0.4,thin,thin
3717,0.72,0.45,normal,normal
3718,0.91,0.48,thin,thin
3719,0.69,0.65,fat,fat
3720,0.665,0.61,fat,fat
3721,0.65,0.57,fat,fat
3722,0.865,0.49,thin,thin
3723,0.975,0.47,thin,thin
3724,0.78,0.61,fat,normal
3725,0.9,0.64,normal,normal
3726,0.69,0.58,fat,fat
3727,0.955,0.67,thin,normal
3728,0.755,0.4,thin,thin
3729,0.89,0.48,thin,thin
3730,0.73,0.52,normal,normal
3731,0.625,0.62,fat,fat
3732,0.96,0.37,thin,thin
3733,0.73,0.4,normal,normal
3734,0.725,0.59,fat,fat
3735,0.655,0.65,fat,fat
3736,0.775,0.61,fat,fat
3737,1.0,0.48,thin,thin
3738,0.875,0.68,normal,normal
3739,0.67,0.54,fat,fat
3740,0.795,0.52,normal,normal
3741,0.71,0.68,fat,fat
3742,0.95,0.72,normal,normal
3743,0.985,0.37,thin,thin
3744,0.825,0.67,normal,normal
3745,0.68,0.44,normal,normal
3746,0.68,0.5,fat,fat
3747,0.65,0.65,fat,fat
3748,0.71,0.68,fat,fat
3749,0.945,0.55,thin,thin
3750,0.985,0.61,thin,thin
3751,0.91,0.67,normal,normal
3752,0.97,0.7,normal,normal
3753,0.665,0.47,fat,fat
3754,0.815,0.48,thin,thin
3755,0.685,0.66,fat,fat
3756,0.715,0.5,normal,normal
3757,0.685,0.68,fat,fat
3758,0.655,0.63,fat,fat
3759,0.7,0.36,thin,normal
3760,0.81,0.59,normal,normal
3761,0.675,0.46,fat,fat
3762,0.9,0.42,thin,thin
3763,0.635,0.59,fat,fat
3764,0.7,0.68,fat,fat
3765,0.9,0.78,normal,normal
3766,0.975,0.61,thin,thin
3767,0.695,0.53,fat,fat
3768,0.965,0.57,thin,thin
3769,0.865,0.76,fat,fat
3770,0.61,0.38,fat,fat
3771,0.715,0.67,fat,fat
3772,0.64,0.64,fat,fat
3773,0.74,0.4,thin,thin
3774,0.955,0.37,thin,thin
3775,0.635,0.76,fat,fat
3776,0.94,0.49,thin,thin
3777,0.72,0.66,fat,fat
3778,0.64,0.54,fat,fat
3779,0.74,0.55,fat,normal
3780,0.63,0.59,fat,fat
3781,0.805,0.43,thin,thin
3782,0.875,0.62,normal,normal
3783,0.64,0.59,fat,fat
3784,0.655,0.43,fat,normal
3785,0.655,0.67,fat,fat
3786,0.68,0.66,fat,fat
3787,1.0,0.48,thin,thin
3788,0.96,0.72,normal,normal
3789,0.67,0.68,fat,fat
3790,0.655,0.58,fat,fat
3791,0.99,0.49,thin,thin
3792,0.965,0.36,thin,thin
3793,0.965,0.43,thin,thin
3794,0.815,0.5,normal,normal
3795,0.835,0.78,fat,fat
3796,0.6,0.62,fat,fat
3797,0.815,0.55,normal,normal
3798,0.93,0.76,normal,normal
3799,0.85,0.63,normal,normal
3800,0.845,0.77,fat,fat
3801,0.995,0.5,thin,thin
3802,0.77,0.46,normal,normal
3803,0.935,0.57,thin,thin
3804,0.84,0.6,normal,normal
3805,0.875,0.5,thin,thin
3806,0.715,0.54,fat,fat
3807,0.945,0.67,normal,normal
3808,0.9,0.36,thin,thin
3809,0.655,0.8,fat,fat
3810,0.75,0.39,thin,thin
3811,0.735,0.6,fat,fat
3812,0.82,0.37,thin,thin
3813,0.75,0.45,normal,normal
3814,0.7,0.53,fat,fat
3815,0.875,0.47,thin,thin
3816,0.78,0.63,fat,fat
3817,0.85,0.66,normal,normal
3818,0.865,0.56,normal,normal
3819,0.77,0.43,thin,thin
3820,0.605,0.43,fat,fat
3821,0.87,0.36,thin,thin
3822,0.81,0.57,normal,normal
3823,0.93,0.69,normal,normal
3824,0.695,0.56,fat,fat
3825,0.895,0.37,thin,thin
3826,0.84,0.52,thin,thin
3827,0.765,0.65,fat,fat
3828,0.96,0.35,thin,thin
3829,0.63,0.49,fat,fat
3830,0.85,0.73,fat,fat
3831,0.99,0.43,thin,thin
3832,0.96,0.49,thin,thin
3833,0.715,0.75,fat,fat
3834,0.955,0.38,thin,thin
3835,0.82,0.45,thin,thin
3836,0.8,0.58,normal,normal
3837,0.71,0.36,thin,thin
3838,0.67,0.6,fat,fat
3839,0.63,0.56,fat,fat
3840,0.6,0.76,fat,fat
3841,0.855,0.56,normal,normal
3842,0.655,0.47,fat,fat
3843,1.0,0.68,thin,thin
3844,0.89,0.52,thin,thin
3845,0.735,0.44,normal,normal
3846,0.885,0.66,normal,normal
3847,0.8,0.36,thin,thin
3848,0.985,0.75,normal,normal
3849,0.87,0.5,thin,thin
3850,0.645,0.75,fat,fat
3851,0.69,0.47,normal,normal
3852,0.925,0.72,normal,normal
3853,0.66,0.55,fat,fat
3854,0.695,0.59,fat,fat
3855,0.635,0.64,fat,fat
3856,0.76,0.43,normal,normal
3857,0.67,0.5,fat,fat
3858,0.755,0.65,fat,fat
3859,0.65,0.76,fat,fat
3860,0.665,0.75,fat,fat
3861,0.85,0.45,thin,thin
3862,0.76,0.35,thin,thin
3863,0.695,0.46,normal,normal
3864,0.6,0.75,fat,fat
3865,0.715,0.66,fat,fat
3866,0.765,0.78,fat,fat
3867,0.955,0.78,normal,normal
3868,0.83,0.47,thin,thin
3869,0.995,0.47,thin,thin
3870,0.695,0.44,normal,normal
3871,0.91,0.44,thin,thin
3872,0.86,0.58,normal,normal
3873,0.635,0.78,fat,fat
3874,0.745,0.77,fat,fat
3875,0.995,0.67,thin,thin
3876,0.76,0.54,normal,normal
3877,0.755,0.41,thin,thin
3878,0.905,0.52,thin,thin
3879,0.71,0.38,normal,normal
3880,0.955,0.56,thin,thin
3881,0.9,0.42,thin,thin
3882,0.79,0.75,fat,fat
3883,0.945,0.58,thin,thin
3884,0.78,0.64,fat,fat
3885,0.915,0.66,normal,normal
3886,0.745,0.54,normal,normal
3887,0.75,0.53,normal,normal
3888,0.87,0.37,thin,thin
3889,0.94,0.78,normal,normal
3890,0.905,0.43,thin,thin
3891,0.98,0.73,normal,normal
3892,0.64,0.44,fat,fat
3893,0.945,0.66,thin,normal
3894,0.96,0.54,thin,thin
3895,0.84,0.5,thin,thin
3896,0.88,0.58,normal,normal
3897,0.79,0.69,fat,fat
3898,0.84,0.67,normal,normal
3899,0.705,0.38,normal,normal
3900,0.895,0.68,normal,normal
3901,0.61,0.38,fat,fat
3902,0.63,0.49,fat,fat
3903,0.74,0.72,fat,fat
3904,1.0,0.41,thin,thin
3905,0.795,0.51,normal,normal
3906,0.71,0.36,thin,thin
3907,0.86,0.55,normal,normal
3908,0.825,0.69,fat,fat
3909,0.685,0.66,fat,fat
3910,0.75,0.64,fat,fat
3911,0.975,0.56,thin,thin
3912,0.875,0.71,normal,normal
3913,0.975,0.53,thin,thin
3914,0.925,0.44,thin,thin
3915,0.815,0.36,thin,thin
3916,0.735,0.54,normal,normal
3917,0.985,0.68,thin,thin
3918,0.98,0.76,normal,normal
3919,0.93,0.47,thin,thin
3920,0.66,0.46,fat,fat
3921,0.945,0.66,thin,normal
3922,0.875,0.68,normal,normal
3923,0.855,0.42,thin,thin
3924,0.775,0.62,fat,fat
3925,0.605,0.75,fat,fat
3926,0.915,0.59,thin,thin
3927,0.825,0.39,thin,thin
3928,0.61,0.74,fat,fat
3929,0.905,0.41,thin,thin
3930,0.885,0.61,normal,normal
3931,0.66,0.36,normal,normal
3932,0.635,0.77,fat,fat
3933,0.87,0.41,thin,thin
3934,0.715,0.69,fat,fat
3935,0.63,0.43,fat,fat
3936,0.78,0.38,thin,thin
3937,0.685,0.41,normal,normal
3938,0.645,0.67,fat,fat
3939,0.905,0.75,normal,normal
3940,0.65,0.77,fat,fat
3941,0.87,0.54,thin,thin
3942,0.945,0.49,thin,thin
3943,0.925,0.39,thin,thin
3944,0.78,0.58,normal,normal
3945,0.925,0.47,thin,thin
3946,0.89,0.58,thin,thin
3947,0.935,0.55,thin,thin
3948,0.775,0.8,fat,fat
3949,0.97,0.38,thin,thin
3950,0.93,0.38,thin,thin
3951,0.87,0.35,thin,thin
3952,0.63,0.56,fat,fat
3953,0.655,0.52,fat,fat
3954,0.88,0.65,normal,normal
3955,0.745,0.53,normal,normal
3956,0.875,0.6,normal,normal
3957,0.68,0.68,fat,fat
3958,0.745,0.41,thin,normal
3959,0.675,0.65,fat,fat
3960,0.79,0.58,normal,normal
3961,0.705,0.54,fat,fat
3962,0.91,0.56,thin,thin
3963,0.89,0.53,thin,thin
3964,0.81,0.72,fat,fat
3965,0.72,0.46,normal,normal
3966,0.955,0.63,thin,thin
3967,0.775,0.58,normal,normal
3968,0.88,0.38,thin,thin
3969,0.995,0.79,normal,normal
3970,0.855,0.45,thin,thin
3971,0.96,0.58,thin,thin
3972,0.65,0.69,fat,fat
3973,0.635,0.62,fat,fat
3974,0.83,0.55,normal,normal
3975,0.65,0.44,fat,fat
3976,0.9,0.41,thin,thin
3977,0.98,0.4,thin,thin
3978,0.89,0.75,normal,normal
3979,0.825,0.44,thin,thin
3980,0.655,0.68,fat,fat
3981,0.945,0.8,normal,normal
3982,0.84,0.59,normal,normal
3983,0.905,0.41,thin,thin
3984,0.615,0.52,fat,fat
3985,0.88,0.65,normal,normal
3986,0.68,0.58,fat,fat
3987,0.61,0.53,fat,fat
3988,0.84,0.47,thin,thin
3989,0.69,0.76,fat,fat
3990,0.675,0.62,fat,fat
3991,0.81,0.43,thin,thin
3992,0.78,0.67,fat,fat
3993,0.91,0.79,normal,normal
3994,0.68,0.71,fat,fat
3995,0.865,0.75,fat,fat
3996,0.62,0.47,fat,fat
3997,0.6,0.57,fat,fat
3998,0.625,0.78,fat,fat
3999,0.95,0.63,thin,thin
4000,1.0,0.66,thin,thin
4001,0.99,0.46,thin,thin
4002,0.625,0.47,fat,fat
4003,0.985,0.73,normal,normal
4004,0.89,0.48,thin,thin
4005,0.81,0.73,fat,fat
4006,0.935,0.56,thin,thin
4007,0.93,0.65,normal,normal
4008,0.95,0.77,normal,normal
4009,0.91,0.78,normal,normal
4010,0.7,0.38,normal,normal
4011,0.81,0.52,normal,normal
4012,0.97,0.69,thin,normal
4013,0.965,0.5,thin,thin
4014,0.84,0.53,normal,normal
4015,0.73,0.49,normal,normal
4016,0.945,0.58,thin,thin
4017,0.835,0.6,normal,normal
4018,0.75,0.55,normal,normal
4019,0.605,0.36,normal,normal
4020,0.94,0.59,thin,thin
4021,0.67,0.4,normal,normal
4022,0.635,0.74,fat,fat
4023,0.79,0.49,normal,normal
4024,0.965,0.78,normal,normal
4025,0.895,0.35,thin,thin
4026,0.865,0.59,normal,normal
4027,0.765,0.37,thin,thin
4028,0.605,0.44,fat,fat
4029,0.805,0.72,fat,fat
4030,0.755,0.79,fat,fat
4031,0.61,0.58,fat,fat
4032,0.615,0.35,normal,normal
4033,0.605,0.52,fat,fat
4034,0.81,0.41,thin,thin
4035,0.915,0.71,normal,normal
4036,0.655,0.69,fat,fat
4037,0.88,0.57,thin,thin
4038,0.915,0.65,normal,normal
4039,0.95,0.51,thin,thin
4040,0.745,0.48,normal,normal
4041,0.85,0.76,fat,fat
4042,0.8,0.69,fat,fat
4043,0.78,0.39,thin,thin
4044,0.845,0.61,normal,normal
4045,0.625,0.42,fat,fat
4046,0.675,0.64,fat,fat
4047,0.8,0.71,fat,fat
4048,0.925,0.57,thin,thin
4049,0.81,0.77,fat,fat
4050,0.81,0.51,normal,normal
4051,0.845,0.56,normal,normal
4052,0.84,0.4,thin,thin
4053,0.92,0.45,thin,thin
4054,0.67,0.68,fat,fat
4055,0.765,0.54,normal,normal
4056,0.695,0.46,normal,normal
4057,0.715,0.46,normal,normal
4058,0.755,0.64,fat,fat
4059,0.62,0.73,fat,fat
4060,0.705,0.41,normal,normal
4061,0.91,0.66,normal,normal
4062,0.86,0.37,thin,thin
4063,0.925,0.72,normal,normal
4064,0.935,0.75,normal,normal
4065,0.845,0.52,thin,thin
4066,0.78,0.71,fat,fat
4067,0.62,0.79,fat,fat
4068,0.845,0.66,normal,normal
4069,0.63,0.77,fat,fat
4070,0.97,0.77,normal,normal
4071,0.785,0.65,fat,fat
4072,0.86,0.36,thin,thin
4073,0.655,0.73,fat,fat
4074,0.685,0.55,fat,fat
4075,0.97,0.39,thin,thin
4076,0.685,0.4,normal,normal
4077,0.6,0.74,fat,fat
4078,0.945,0.49,thin,thin
4079,0.77,0.42,thin,thin
4080,0.795,0.78,fat,fat
4081,0.835,0.5,thin,thin
4082,0.63,0.59,fat,fat
4083,0.605,0.68,fat,fat
4084,0.66,0.66,fat,fat
4085,0.85,0.49,thin,thin
4086,0.78,0.65,fat,fat
4087,0.685,0.77,fat,fat
4088,0.855,0.66,normal,normal
4089,0.675,0.57,fat,fat
4090,0.86,0.39,thin,thin
4091,0.63,0.52,fat,fat
4092,0.94,0.7,normal,normal
4093,0.81,0.58,normal,normal
4094,0.85,0.66,normal,normal
4095,0.675,0.72,fat,fat
4096,0.835,0.55,normal,normal
4097,0.74,0.76,fat,fat
4098,0.745,0.56,fat,fat
4099,0.915,0.8,normal,normal
4100,0.795,0.61,normal,normal
4101,0.725,0.8,fat,fat
4102,0.645,0.6,fat,fat
4103,0.73,0.69,fat,fat
4104,0.635,0.48,fat,fat
4105,0.76,0.65,fat,fat
4106,0.795,0.4,thin,thin
4107,0.73,0.56,fat,fat
4108,0.91,0.54,thin,thin
4109,0.665,0.51,fat,fat
4110,0.895,0.35,thin,thin
4111,0.695,0.35,thin,normal
4112,0.83,0.65,normal,normal
4113,0.685,0.72,fat,fat
4114,0.685,0.55,fat,fat
4115,0.895,0.42,thin,thin
4116,0.645,0.5,fat,fat
4117,0.615,0.69,fat,fat
4118,0.91,0.56,thin,thin
4119,0.895,0.65,normal,normal
4120,0.71,0.41,normal,normal
4121,0.845,0.79,fat,fat
4122,0.985,0.45,thin,thin
4123,0.855,0.7,normal,normal
4124,0.94,0.68,normal,normal
4125,0.745,0.58,fat,fat
4126,0.785,0.59,normal,normal
4127,0.79,0.4,thin,thin
4128,0.67,0.56,fat,fat
4129,0.81,0.36,thin,thin
4130,0.685,0.69,fat,fat
4131,0.855,0.73,normal,normal
4132,0.98,0.51,thin,thin
4133,1.0,0.41,thin,thin
4134,0.815,0.38,thin,thin
4135,0.815,0.8,fat,fat
4136,1.0,0.7,thin,thin
4137,0.695,0.63,fat,fat
4138,0.655,0.46,fat,fat
4139,0.79,0.68,fat,fat
4140,0.76,0.41,thin,thin
4141,0.925,0.73,normal,normal
4142,0.875,0.41,thin,thin
4143,0.72,0.76,fat,fat
4144,0.81,0.44,thin,thin
4145,0.675,0.45,normal,normal
4146,0.765,0.76,fat,fat
4147,0.99,0.67,thin,thin
4148,0.995,0.52,thin,thin
4149,0.885,0.6,normal,normal
4150,0.78,0.78,fat,fat
4151,0.725,0.79,fat,fat
4152,0.66,0.46,fat,fat
4153,0.745,0.73,fat,fat
4154,0.765,0.75,fat,fat
4155,0.97,0.71,normal,normal
4156,0.67,0.56,fat,fat
4157,0.865,0.77,fat,fat
4158,0.705,0.45,normal,normal
4159,0.965,0.65,thin,thin
4160,0.775,0.35,thin,thin
4161,0.88,0.58,normal,normal
4162,0.71,0.45,normal,normal
4163,0.835,0.73,fat,fat
4164,0.94,0.62,thin,thin
4165,0.63,0.64,fat,fat
4166,0.805,0.68,fat,fat
4167,0.965,0.47,thin,thin
4168,0.665,0.58,fat,fat
